name,url,price,release,page
Bleed 2,https://steamdb.info/app/396350/,$9.99 ,2017,40
Mosa Lina,https://steamdb.info/app/2477090/,$4.99 ,2023,40
Arzette: The Jewel of Faramore,https://steamdb.info/app/1924780/,$19.99 ,2024,40
Prose & Codes,https://steamdb.info/app/1718910/,$7.99 ,2022,40
Escape Dungeon 2,https://steamdb.info/app/1309000/,$17.99 ,2022,40
"I Love You, Colonel Sanders! A Finger Lickin’ Good Dating Simulator",https://steamdb.info/app/1121910/,-,2019,40
Ambrosia,https://steamdb.info/app/1078350/,$14.99 ,2021,40
Grey Instinct,https://steamdb.info/app/1570960/,-,2021,40
Under Leaves,https://steamdb.info/app/567030/,$4.99 ,2017,40
Planet Zoo,https://steamdb.info/app/703080/,$44.99 ,2019,40
Sniper Elite 4,https://steamdb.info/app/312660/,$8.99 ,2017,40
Okami HD,https://steamdb.info/app/587620/,$9.99 ,2017,40
Season of 12 Colors,https://steamdb.info/app/370280/,$2.99 ,2016,40
Aurora Hills: Chapter 1,https://steamdb.info/app/2762230/,-,2024,40
Let's School,https://steamdb.info/app/1937500/,$19.99 ,2023,40
Aventura Copilului Albastru și Urât,https://steamdb.info/app/1530140/,$1.99 ,2021,5
Kingdom Rush - Tower Defense,https://steamdb.info/app/246420/,$9.99 ,2014,5
Zup! S,https://steamdb.info/app/617670/,$1.99 ,2018,5
Arrow a Row,https://steamdb.info/app/2495980/,-,2023,5
MADNESS: Project Nexus,https://steamdb.info/app/488860/,$24.99 ,2021,5
Far Away,https://steamdb.info/app/1250760/,$12.99 ,2021,5
DOOM (1993),https://steamdb.info/app/2280/,$4.99 ,2007,5
Summer Pockets,https://steamdb.info/app/897220/,$44.99 ,2020,5
Maitetsu:Last Run!!,https://steamdb.info/app/1434480/,$15.52 ,2020,5
第七号列车 - Train No. 7,https://steamdb.info/app/1708870/,-,2021,5
The Supper,https://steamdb.info/app/1171370/,-,2020,5
The Test: Final Revelation,https://steamdb.info/app/1428310/,$1.99 ,2020,5
Mark of the Ninja,https://steamdb.info/app/214560/,-,-,5
METAL GEAR RISING: REVENGEANCE,https://steamdb.info/app/235460/,$29.99 ,2014,5
Cube Escape: Paradox,https://steamdb.info/app/909080/,-,2018,5
NEKOPARA Vol. 2,https://steamdb.info/app/420110/,$9.99 ,2016,5
Slay the Princess,https://steamdb.info/app/1989270/,$17.99 ,2023,5
Tiny Bunny,https://steamdb.info/app/1421250/,$12.99 ,2021,5
The Last Campfire,https://steamdb.info/app/990630/,$1.49 ,2021,5
Monument Valley: Panoramic Edition,https://steamdb.info/app/1927720/,$7.99 ,2022,5
Dorfromantik,https://steamdb.info/app/1455840/,$9.79 ,2022,5
NEKOPARA Vol. 4,https://steamdb.info/app/1406990/,$9.99 ,2020,5
WolfQuest: Anniversary Edition,https://steamdb.info/app/926990/,$19.99 ,2019,5
SIGNALIS,https://steamdb.info/app/1262350/,$19.99 ,2022,5
Batman: Arkham City - Game of the Year Edition,https://steamdb.info/app/200260/,$19.99 ,2012,5
LEGO® Star Wars™ - The Complete Saga,https://steamdb.info/app/32440/,$19.99 ,2009,5
Cruelty Squad,https://steamdb.info/app/1388770/,$19.99 ,2021,5
Devil May Cry 5,https://steamdb.info/app/601150/,$9.89 ,2019,5
Marvel’s Spider-Man Remastered,https://steamdb.info/app/1817070/,$59.99 ,2022,5
Half-Life 2: VR Mod,https://steamdb.info/app/658920/,-,2022,5
Sekiro™: Shadows Die Twice - GOTY Edition,https://steamdb.info/app/814380/,$59.99 ,2019,5
Age of Empires II (Retired),https://steamdb.info/app/221380/,$19.99 ,2013,5
VillageRhapsody,https://steamdb.info/app/2109460/,$2.99 ,2023,5
NEKOPARA Vol. 3,https://steamdb.info/app/602520/,$9.99 ,2017,5
Stacklands,https://steamdb.info/app/1948280/,$7.99 ,2022,5
Post Void,https://steamdb.info/app/1285670/,$2.99 ,2020,5
Hylics,https://steamdb.info/app/397740/,$2.99 ,2015,5
The Hungry Lamb: Traveling in the Late Ming Dynasty,https://steamdb.info/app/2593370/,$9.99 ,2024,5
planetarian HD,https://steamdb.info/app/623080/,$9.99 ,2017,5
Bloody Hell,https://steamdb.info/app/2056220/,-,2023,5
The Walking Dead: Season Two,https://steamdb.info/app/261030/,$3.74 ,2013,5
Samsara Room,https://steamdb.info/app/1281800/,-,2020,5
BAD END THEATER,https://steamdb.info/app/1764390/,$9.99 ,2021,5
The Test: Hypothesis Rising,https://steamdb.info/app/1282200/,$1.59 ,2020,5
Unheard - Voices of Crime,https://steamdb.info/app/942970/,$6.99 ,2019,5
Thronefall,https://steamdb.info/app/2239150/,$9.99 ,2023,5
Dying Light,https://steamdb.info/app/239140/,$19.99 ,2015,5
Pseudoregalia,https://steamdb.info/app/2365810/,$5.99 ,2023,5
Aokana - Four Rhythms Across the Blue,https://steamdb.info/app/1044620/,$34.99 ,2019,5
DOOM,https://steamdb.info/app/379720/,$19.99 ,2016,5
Creeper World 3: Arc Eternal,https://steamdb.info/app/280220/,$14.99 ,2014,12
Coloring Game 2,https://steamdb.info/app/1216200/,-,2020,12
Borderlands 2,https://steamdb.info/app/49520/,$19.99 ,2012,12
My Summer Car,https://steamdb.info/app/516750/,$14.99 ,2016,12
Cassette Beasts,https://steamdb.info/app/1321440/,$19.99 ,2023,12
Pilgrims,https://steamdb.info/app/1049280/,$6.99 ,2019,12
Rusty Lake Hotel,https://steamdb.info/app/435120/,$1.99 ,2016,12
AVICII Invector,https://steamdb.info/app/986800/,$19.99 ,2019,12
Hylics 2,https://steamdb.info/app/1286710/,$14.99 ,2020,12
Northern Journey,https://steamdb.info/app/1639790/,$11.99 ,2021,12
"STAR WARS™ Battlefront II (Classic, 2005)",https://steamdb.info/app/6060/,$9.99 ,2009,12
ARMORED HEAD,https://steamdb.info/app/805590/,$4.99 ,2020,12
Fluffy Store,https://steamdb.info/app/1038740/,$1.99 ,2019,12
9-nine-:Episode 2,https://steamdb.info/app/1033420/,$19.99 ,2019,12
Touhou Fuujinroku ~ Mountain of Faith.,https://steamdb.info/app/1100140/,$14.99 ,2020,12
pureya,https://steamdb.info/app/1268960/,$5.99 ,2021,12
Boneraiser Minions,https://steamdb.info/app/1944570/,$4.99 ,2023,12
Cureocity,https://steamdb.info/app/2612680/,-,2024,12
Palworld,https://steamdb.info/app/1623730/,$29.99 ,2024,12
WorldBox - God Simulator,https://steamdb.info/app/1206560/,$19.99 ,2021,12
Cats and Seek : Osaka,https://steamdb.info/app/2672090/,-,2023,12
TIS-100,https://steamdb.info/app/370360/,$6.99 ,2015,12
The Curse of Monkey Island,https://steamdb.info/app/730820/,$6.99 ,2018,12
LEGO® Marvel™ Super Heroes,https://steamdb.info/app/249130/,$19.99 ,2013,12
Dream Ending,https://steamdb.info/app/944020/,$3.99 ,2019,12
Cats Hidden in Bali,https://steamdb.info/app/2356500/,$0.79 ,2023,12
Plague Inc: Evolved,https://steamdb.info/app/246620/,$4.49 ,2016,12
Tales from the Borderlands,https://steamdb.info/app/330830/,$19.99 ,2014,12
Kingdom Rush Origins - Tower Defense,https://steamdb.info/app/816340/,$10.49 ,2018,12
Pony Island,https://steamdb.info/app/405640/,$4.99 ,2016,12
Mark of the Ninja: Remastered,https://steamdb.info/app/860950/,$19.99 ,2018,12
Farming Simulator 19,https://steamdb.info/app/787860/,$17.99 ,2018,12
Yakuza Kiwami 2,https://steamdb.info/app/927380/,$19.99 ,2019,12
"STAR WARS™ Battlefront (Classic, 2004)",https://steamdb.info/app/1058020/,$9.99 ,2019,12
I Was a Teenage Exocolonist,https://steamdb.info/app/1148760/,$24.99 ,2022,12
Stella of The End,https://steamdb.info/app/2510770/,$19.99 ,2023,12
私のリアルは充実しすぎている フルボイス版,https://steamdb.info/app/2106520/,$9.99 ,2022,12
Meteor 60 Seconds!,https://steamdb.info/app/788770/,-,2018,12
OCTOPATH TRAVELER II,https://steamdb.info/app/1971650/,$59.99 ,2023,12
Goat Simulator 3,https://steamdb.info/app/850190/,$29.99 ,2024,12
Pages of Time: Prologue,https://steamdb.info/app/2207540/,-,2022,12
Psychonauts,https://steamdb.info/app/3830/,$9.99 ,2006,12
TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,https://steamdb.info/app/1031480/,$12.78 ,2019,12
Star of Providence,https://steamdb.info/app/603960/,$14.99 ,2017,12
A Space For The Unbound - Prologue,https://steamdb.info/app/1201280/,-,2020,12
I MAED A GAM3 W1TH Z0MB1ES 1N IT!!!1,https://steamdb.info/app/1800730/,-,2021,12
Everhood,https://steamdb.info/app/1229380/,$5.99 ,2021,12
Dog Brew,https://steamdb.info/app/2883280/,$3.50 ,2024,12
S.T.A.L.K.E.R.: Shadow of Chernobyl,https://steamdb.info/app/4500/,$4.99 ,2007,12
Muck,https://steamdb.info/app/1625450/,-,2021,12
20XX,https://steamdb.info/app/322110/,$4.49 ,2017,55
BUNNY GARDEN,https://steamdb.info/app/2654470/,$24.99 ,2024,55
Torchlight,https://steamdb.info/app/41500/,$14.99 ,2009,55
Chihiro Himukai Always Walks Away,https://steamdb.info/app/1610290/,$3.99 ,2021,55
Halls of Torment: Prelude,https://steamdb.info/app/2316660/,-,2023,55
100 hidden hares,https://steamdb.info/app/1932230/,$1.99 ,2022,55
Overcooked,https://steamdb.info/app/448510/,$16.99 ,2016,55
Axiom Verge,https://steamdb.info/app/332200/,$19.99 ,2015,55
Himno,https://steamdb.info/app/931690/,-,2019,55
Viscera Cleanup Detail: Santa's Rampage,https://steamdb.info/app/265210/,$2.49 ,2013,55
MicroTown,https://steamdb.info/app/931270/,$9.99 ,2019,55
Disc Room,https://steamdb.info/app/1229580/,$14.99 ,2020,55
Gravity Ghost,https://steamdb.info/app/251490/,$14.99 ,2015,55
Your Dry Delight,https://steamdb.info/app/913010/,-,2018,55
Soulstone Survivors,https://steamdb.info/app/2066020/,$9.99 ,2022,55
Lacuna – A Sci-Fi Noir Adventure,https://steamdb.info/app/1364100/,$15.99 ,2021,55
My Catgirl Maid Thinks She Runs the Place,https://steamdb.info/app/1582890/,-,2021,55
Astrologaster,https://steamdb.info/app/742520/,$9.99 ,2019,55
Lingua Fleur: Lily,https://steamdb.info/app/986280/,$4.99 ,2019,55
ESCHATOS,https://steamdb.info/app/378770/,$14.99 ,2015,55
東方眠世界 ~ Wonderful Waking World,https://steamdb.info/app/1901490/,-,2022,55
Minion Masters,https://steamdb.info/app/489520/,-,2019,55
Happy's Humble Burger Farm,https://steamdb.info/app/1433340/,$19.99 ,2021,55
Pact with a witch,https://steamdb.info/app/865570/,-,2019,55
The one who pulls out the sword will be crowned king,https://steamdb.info/app/1865370/,-,2022,55
Rogue,https://steamdb.info/app/1443430/,$2.99 ,2020,55
VOI,https://steamdb.info/app/545690/,$0.99 ,2016,55
求闻编年史 ～ Gensokyo Recollection,https://steamdb.info/app/2109010/,-,2022,55
The Death | Thần Trùng,https://steamdb.info/app/1726400/,$5.99 ,2022,55
Shadow Warrior Classic (1997),https://steamdb.info/app/238070/,-,-,55
DUSK '82: ULTIMATE EDITION,https://steamdb.info/app/1465510/,$6.99 ,2021,55
I Expect You To Die 3: Cog in the Machine,https://steamdb.info/app/2296380/,$17.49 ,2023,55
Sakura no Mori † Dreamers 2,https://steamdb.info/app/983150/,$24.99 ,2019,55
Kujlevka,https://steamdb.info/app/1365720/,$19.99 ,2023,55
HELLDIVERS™ Dive Harder Edition,https://steamdb.info/app/394510/,$19.99 ,2015,55
Lara Croft and the Guardian of Light,https://steamdb.info/app/35130/,$9.99 ,2010,55
Rune Factory 3 Special,https://steamdb.info/app/2243710/,$39.99 ,2023,55
Sky Force Anniversary,https://steamdb.info/app/355050/,$9.99 ,2015,55
Alien Shooter 2: Reloaded,https://steamdb.info/app/33120/,$4.99 ,2009,55
The Night of the Scissors,https://steamdb.info/app/1975180/,$2.99 ,2022,55
The Indigo Parallel,https://steamdb.info/app/1550870/,$12.99 ,2022,55
Metro Exodus,https://steamdb.info/app/412020/,$5.99 ,2020,55
FINAL FANTASY X/X-2 HD Remaster,https://steamdb.info/app/359870/,$29.99 ,2016,55
Tricky Towers,https://steamdb.info/app/437920/,$14.99 ,2016,55
Command & Conquer Red Alert™ 2 and Yuri’s Revenge™,https://steamdb.info/app/2229850/,$19.88 ,2024,55
Pretty Angel,https://steamdb.info/app/1148510/,$0.99 ,2019,55
Tiny and Big: Grandpa's Leftovers,https://steamdb.info/app/205910/,$11.99 ,2012,55
PAC-MAN 256,https://steamdb.info/app/455400/,$4.99 ,2016,55
Snakebird,https://steamdb.info/app/357300/,$6.99 ,2015,55
最后的47小时 - The Last 47 Hours,https://steamdb.info/app/1010870/,$1.99 ,2019,55
DREDGE,https://steamdb.info/app/1562430/,$24.99 ,2023,7
Star Fetchers,https://steamdb.info/app/1178030/,-,2020,7
Hook,https://steamdb.info/app/367580/,$1.99 ,2015,7
Portal Stories: Mel,https://steamdb.info/app/317400/,-,2015,7
CarX Drift Racing Online,https://steamdb.info/app/635260/,$14.99 ,2017,7
Quake,https://steamdb.info/app/2310/,$9.99 ,2007,7
The Elder Scrolls V: Skyrim,https://steamdb.info/app/72850/,$19.99 ,2011,7
A Space for the Unbound,https://steamdb.info/app/1201270/,$19.99 ,2023,7
候鸟,https://steamdb.info/app/1765350/,$10.99 ,2023,7
Outpath: First Journey,https://steamdb.info/app/2237980/,-,2022,7
Psychonauts 2,https://steamdb.info/app/607080/,$59.99 ,2021,7
Like a Dragon Gaiden: The Man Who Erased His Name,https://steamdb.info/app/2375550/,$49.99 ,2023,7
Fox Hime Zero,https://steamdb.info/app/844930/,$1.99 ,2018,7
Streets of Rogue,https://steamdb.info/app/512900/,$19.99 ,2019,7
Your Turn To Die -Death Game By Majority-,https://steamdb.info/app/2067780/,$16.99 ,2023,7
Sucker for Love: First Date,https://steamdb.info/app/1574270/,$9.99 ,2022,7
What Remains of Edith Finch,https://steamdb.info/app/501300/,$19.99 ,2017,7
Kenshi,https://steamdb.info/app/233860/,$29.99 ,2018,7
WITCH ON THE HOLY NIGHT,https://steamdb.info/app/2052410/,$39.99 ,2023,7
Snake Force,https://steamdb.info/app/1806040/,-,2021,7
Ori and the Blind Forest: Definitive Edition,https://steamdb.info/app/387290/,$19.99 ,2016,7
Being a DIK - Season 1,https://steamdb.info/app/1126320/,$13.99 ,2020,7
Monster Train,https://steamdb.info/app/1102190/,$24.99 ,2020,7
The Planet Crafter: Prologue,https://steamdb.info/app/1830840/,-,2021,7
Sayonara Wild Hearts,https://steamdb.info/app/1122720/,$12.99 ,2019,7
100 Asian Cats,https://steamdb.info/app/2667970/,-,2023,7
Ticy Adventure Club,https://steamdb.info/app/2135690/,-,2022,7
Epiphyllum in Love,https://steamdb.info/app/1161870/,$3.99 ,2020,7
UNBEATABLE [white label],https://steamdb.info/app/1290490/,-,2021,7
Besiege,https://steamdb.info/app/346010/,$14.99 ,2020,7
Nuclear Throne,https://steamdb.info/app/242680/,$11.99 ,2015,7
ENDER MAGNOLIA: Bloom in the Mist,https://steamdb.info/app/2725260/,$19.99 ,2024,7
Bugsnax,https://steamdb.info/app/674140/,$24.99 ,2022,7
Bug Fables: The Everlasting Sapling,https://steamdb.info/app/1082710/,$19.99 ,2019,7
Sticky Business,https://steamdb.info/app/2303350/,$9.99 ,2023,7
Smushi Come Home,https://steamdb.info/app/1740300/,$19.99 ,2023,7
FlatOut 2™,https://steamdb.info/app/2990/,$1.99 ,2006,7
Valheim,https://steamdb.info/app/892970/,$19.99 ,2021,7
It Takes Two,https://steamdb.info/app/1426210/,$39.99 ,2021,7
Car Mechanic Simulator 2021,https://steamdb.info/app/1190000/,$24.99 ,2021,7
Bopl Battle,https://steamdb.info/app/1686940/,$9.99 ,2023,7
Class of '09: The Re-Up,https://steamdb.info/app/2318310/,$14.99 ,2023,7
Crypt of the NecroDancer,https://steamdb.info/app/247080/,$14.99 ,2015,7
The Elder Scrolls IV: Oblivion® Game of the Year Edition,https://steamdb.info/app/22330/,$14.99 ,2009,7
Minami Lane,https://steamdb.info/app/2678990/,$4.99 ,2024,7
The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,https://steamdb.info/app/900883/,$19.99 ,2009,7
Noita,https://steamdb.info/app/881100/,$19.99 ,2020,7
REFLEXIA Prototype ver.,https://steamdb.info/app/1997680/,-,2022,7
Total War: MEDIEVAL II – Definitive Edition,https://steamdb.info/app/4700/,$24.99 ,2006,7
5D Chess With Multiverse Time Travel,https://steamdb.info/app/1349230/,$11.99 ,2020,7
Blackwell Epiphany,https://steamdb.info/app/236930/,$9.99 ,2014,20
Transmissions: Element 120,https://steamdb.info/app/365300/,-,2016,20
The Coma 2: Vicious Sisters,https://steamdb.info/app/1045720/,$14.99 ,2020,20
killer7,https://steamdb.info/app/868520/,$19.99 ,2018,20
Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,https://steamdb.info/app/472870/,$3.99 ,2016,20
Scalak,https://steamdb.info/app/858760/,$1.49 ,2018,20
Five Nights at Freddy's,https://steamdb.info/app/319510/,$4.99 ,2014,20
祈風 Inorikaze,https://steamdb.info/app/992740/,$10.99 ,2019,20
Crawl,https://steamdb.info/app/293780/,$14.99 ,2017,20
Heat Signature,https://steamdb.info/app/268130/,$14.99 ,2017,20
SHENZHEN I/O,https://steamdb.info/app/504210/,$14.99 ,2016,20
Call of Duty® (2003),https://steamdb.info/app/2620/,$19.99 ,2006,20
Murder House,https://steamdb.info/app/1064460/,$7.19 ,2020,20
60 Seconds! Reatomized,https://steamdb.info/app/1012880/,$9.99 ,2019,20
My Friendly Neighborhood,https://steamdb.info/app/1574260/,$29.99 ,2023,20
Command & Conquer™ 3: Kane’s Wrath,https://steamdb.info/app/24810/,$19.88 ,2009,20
GUILTY GEAR Xrd REV 2,https://steamdb.info/app/520440/,$9.89 ,2016,20
The Red Strings Club,https://steamdb.info/app/589780/,$14.99 ,2018,20
Creeper World 4,https://steamdb.info/app/848480/,$9.99 ,2020,20
Hitman: Blood Money,https://steamdb.info/app/6860/,$9.99 ,2007,20
Beat Hazard,https://steamdb.info/app/49600/,$9.99 ,2010,20
Island Saver,https://steamdb.info/app/1210250/,-,2020,20
Mushroom Cats,https://steamdb.info/app/1071120/,-,2019,20
Sonic Mania,https://steamdb.info/app/584400/,$19.99 ,2017,20
Battle Chef Brigade Deluxe,https://steamdb.info/app/452570/,$19.99 ,2017,20
FATE,https://steamdb.info/app/246840/,$7.99 ,2013,20
恋爱绮谭~不存在的夏天~,https://steamdb.info/app/1345740/,$8.99 ,2020,20
Moss: Book II,https://steamdb.info/app/2059670/,$19.99 ,2022,20
BlazBlue Entropy Effect,https://steamdb.info/app/2273430/,$19.99 ,2024,20
Cat Goes Fishing,https://steamdb.info/app/343780/,$6.99 ,2015,20
Kindred Spirits on the Roof,https://steamdb.info/app/402620/,$34.99 ,2016,20
Halo: The Master Chief Collection,https://steamdb.info/app/976730/,$39.99 ,2019,20
Lost Judgment,https://steamdb.info/app/2058190/,$59.99 ,2022,20
Karryn's Prison,https://steamdb.info/app/1619750/,$29.99 ,2021,20
Quickie: A Love Hotel Story,https://steamdb.info/app/1517850/,$19.99 ,2021,20
Wylde Flowers,https://steamdb.info/app/1896700/,$24.99 ,2022,20
STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,https://steamdb.info/app/208580/,$9.99 ,2005,20
Risk of Rain (2013),https://steamdb.info/app/248820/,$9.99 ,2013,20
System Shock 2,https://steamdb.info/app/238210/,$2.49 ,2013,20
Behind the Frame: The Finest Scenery,https://steamdb.info/app/1634150/,$12.99 ,2021,20
NUKITASHI,https://steamdb.info/app/2399220/,$17.49 ,2023,20
STEINS;GATE: My Darling's Embrace,https://steamdb.info/app/970560/,$29.99 ,2019,20
Cleo - a pirate's tale,https://steamdb.info/app/1361230/,$14.99 ,2021,20
Linelith,https://steamdb.info/app/1923790/,$2.99 ,2022,20
Not For Broadcast,https://steamdb.info/app/1147550/,$24.99 ,2022,20
Muv-Luv Alternative (マブラヴ オルタネイティヴ),https://steamdb.info/app/802890/,$19.99 ,2018,20
Progressbar95,https://steamdb.info/app/1304550/,$4.99 ,2020,20
Micro Platformer,https://steamdb.info/app/1283130/,-,2020,20
Life is Strange: Before the Storm,https://steamdb.info/app/554620/,$16.99 ,2017,20
TROUBLESHOOTER: Abandoned Children,https://steamdb.info/app/470310/,$24.99 ,2020,20
Aimlabs,https://steamdb.info/app/714010/,-,2023,16
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,https://steamdb.info/app/410320/,$19.99 ,2016,16
Sleeping Dogs,https://steamdb.info/app/202170/,-,-,16
Little Inferno,https://steamdb.info/app/221260/,$14.99 ,2012,16
Hello Charlotte EP2: Requiem Aeternam Deo,https://steamdb.info/app/557630/,-,2016,16
PC Building Simulator,https://steamdb.info/app/621060/,$19.99 ,2019,16
Caves of Qud,https://steamdb.info/app/333640/,$19.99 ,2015,16
Tales of Maj'Eyal,https://steamdb.info/app/259680/,$6.99 ,2013,16
Rome: Total War™ - Collection,https://steamdb.info/app/4760/,-,2007,16
The Witch's House MV,https://steamdb.info/app/885810/,$14.99 ,2018,16
Zup! 8,https://steamdb.info/app/799070/,$1.99 ,2018,16
恋爱绮谭 不存在的真相,https://steamdb.info/app/1777430/,$13.99 ,2022,16
The Test: Secrets of the Soul,https://steamdb.info/app/2231890/,-,2023,16
No Time,https://steamdb.info/app/1043340/,$10.99 ,2019,16
坦率的小红帽和爱说谎的狼,https://steamdb.info/app/1216080/,-,2020,16
The Stanley Parable: Ultra Deluxe,https://steamdb.info/app/1703340/,$24.99 ,2022,16
Geometry Arena,https://steamdb.info/app/1255650/,$5.99 ,2021,16
Ever Seen A Cat?,https://steamdb.info/app/1733060/,$1.99 ,2022,16
Lucy -The Eternity She Wished For-,https://steamdb.info/app/430960/,$9.99 ,2016,16
Freddy Fazbear's Pizzeria Simulator,https://steamdb.info/app/738060/,-,2017,16
My Singing Monsters,https://steamdb.info/app/1419170/,-,2021,16
fault - milestone two side:above,https://steamdb.info/app/344770/,$14.99 ,2015,16
Some Some Convenience Store,https://steamdb.info/app/1217390/,$14.99 ,2020,16
Supermarket Simulator,https://steamdb.info/app/2670630/,$12.99 ,2024,16
Narcissu 1st & 2nd,https://steamdb.info/app/264380/,-,2015,16
Dinkum,https://steamdb.info/app/1062520/,$19.99 ,2022,16
Rise of Nations: Extended Edition,https://steamdb.info/app/287450/,$19.99 ,2014,16
Bing in Wonderland,https://steamdb.info/app/1710100/,$6.56 ,2023,16
Long Dream,https://steamdb.info/app/2088030/,$6.99 ,2023,16
Company of Heroes,https://steamdb.info/app/228200/,$19.99 ,2006,16
Cobalt Core,https://steamdb.info/app/2179850/,$19.99 ,2023,16
SpeedRunners,https://steamdb.info/app/207140/,$14.99 ,2016,16
Agent A: A puzzle in disguise,https://steamdb.info/app/801480/,$17.58 ,2019,16
Turbo Overkill,https://steamdb.info/app/1328350/,$15.58 ,2023,16
Dungeons 3,https://steamdb.info/app/493900/,$29.99 ,2017,16
Duck Simulator 2,https://steamdb.info/app/1808800/,-,2021,16
The Secret of Monkey Island: Special Edition,https://steamdb.info/app/32360/,$9.99 ,2009,16
The Legend of Heroes: Trails from Zero,https://steamdb.info/app/1668510/,$39.99 ,2022,16
Later Alligator,https://steamdb.info/app/966320/,$4.49 ,2019,16
Epic Battle Fantasy 3,https://steamdb.info/app/521200/,-,2016,16
Cat Quest,https://steamdb.info/app/593280/,$12.99 ,2017,16
NOeSIS01_诉说谎言记忆物语,https://steamdb.info/app/1246020/,-,2020,16
POPGOES Arcade,https://steamdb.info/app/1986840/,$4.99 ,2022,16
Barotrauma,https://steamdb.info/app/602960/,$19.94 ,2023,16
Little Busters! English Edition,https://steamdb.info/app/635940/,$34.99 ,2017,16
Enigmatis 2: The Mists of Ravenwood,https://steamdb.info/app/284770/,$14.99 ,2014,16
Yellow Taxi Goes Vroom,https://steamdb.info/app/2011780/,$13.59 ,2024,16
Yuppie Psycho: Executive Edition,https://steamdb.info/app/597760/,$6.79 ,2019,16
Soulstone Survivors: Prologue,https://steamdb.info/app/2113430/,-,2022,16
Farm Together,https://steamdb.info/app/673950/,$19.99 ,2018,16
BirdGut,https://steamdb.info/app/1072390/,-,2019,18
Shadows Over Loathing,https://steamdb.info/app/1939160/,$22.99 ,2022,18
Slayers X: Terminal Aftermath: Vengance of the Slayer,https://steamdb.info/app/1931020/,$16.99 ,2023,18
a new life.,https://steamdb.info/app/1297160/,$2.99 ,2020,18
FINAL FANTASY IX,https://steamdb.info/app/377840/,$20.99 ,2016,18
Windowkill,https://steamdb.info/app/2726450/,$4.99 ,2024,18
Love Delivery,https://steamdb.info/app/1817940/,$14.99 ,2022,18
I Frog-ot,https://steamdb.info/app/2226870/,-,2022,18
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,https://steamdb.info/app/969990/,$29.99 ,2020,18
Max Payne 2: The Fall of Max Payne,https://steamdb.info/app/12150/,$9.99 ,2008,18
Last Command,https://steamdb.info/app/1487270/,$14.99 ,2022,18
Tangle Tower,https://steamdb.info/app/359510/,$19.99 ,2019,18
Pajama Sam: No Need to Hide When It's Dark Outside,https://steamdb.info/app/283960/,$6.99 ,2014,18
Birth,https://steamdb.info/app/1889040/,$10.99 ,2023,18
Magical Girl Celesphonia,https://steamdb.info/app/1786790/,$19.99 ,2022,18
DRAMAtical Murder,https://steamdb.info/app/1481080/,$19.99 ,2021,18
The Procession to Calvary,https://steamdb.info/app/1071130/,$4.49 ,2020,18
STAR OCEAN THE SECOND STORY R,https://steamdb.info/app/2238900/,$49.99 ,2023,18
Otaku's Adventure,https://steamdb.info/app/937170/,$6.99 ,2019,18
The Thrill of the Fight - VR Boxing,https://steamdb.info/app/494150/,$9.99 ,2019,18
Warsim: The Realm of Aslona,https://steamdb.info/app/659540/,$9.99 ,2022,18
Teenage Mutant Ninja Turtles: Shredder's Revenge,https://steamdb.info/app/1361510/,$24.99 ,2022,18
Sven Co-op,https://steamdb.info/app/225840/,-,2016,18
Fallout 2: A Post Nuclear Role Playing Game,https://steamdb.info/app/38410/,$9.99 ,2009,18
Bitburner,https://steamdb.info/app/1812820/,-,2021,18
Serious Sam Classic: The First Encounter,https://steamdb.info/app/41050/,$5.99 ,2010,18
Capybara Spa,https://steamdb.info/app/1822910/,$5.99 ,2022,18
所向之未来 - Towards Future,https://steamdb.info/app/1888010/,-,2022,18
Spooky's Jump Scare Mansion: HD Renovation,https://steamdb.info/app/577690/,$9.99 ,2017,18
Zortch,https://steamdb.info/app/2443360/,$4.99 ,2023,18
A YEAR OF SPRINGS,https://steamdb.info/app/1688580/,$4.99 ,2021,18
Heavenly Bodies,https://steamdb.info/app/1138850/,$19.99 ,2021,18
Penko Park,https://steamdb.info/app/852090/,$13.99 ,2020,18
The Lab,https://steamdb.info/app/450390/,-,2016,18
Trick & Treat,https://steamdb.info/app/497640/,-,2016,18
Bishojo Mangekyo Kotowari to Meikyu no Shojo,https://steamdb.info/app/1310990/,$29.99 ,2021,18
Toree 2,https://steamdb.info/app/1722620/,$0.99 ,2021,18
Bramble: The Mountain King,https://steamdb.info/app/1623940/,$14.99 ,2023,18
Quake III Arena,https://steamdb.info/app/2200/,$14.99 ,2007,18
LEGO® Star Wars™ III - The Clone Wars™,https://steamdb.info/app/32510/,$19.99 ,2011,18
Crazy Machines 3,https://steamdb.info/app/351920/,$0.99 ,2016,18
Notch - The Innocent LunA: Eclipsed SinnerS,https://steamdb.info/app/325120/,$3.49 ,2015,18
Doom & Destiny,https://steamdb.info/app/318130/,$9.99 ,2015,18
Kukoro: Stream chat games,https://steamdb.info/app/1166990/,$5.99 ,2024,18
Sleeping Dogs: Definitive Edition,https://steamdb.info/app/307690/,$19.99 ,2014,18
