name,url,price,release,page
X-COM: UFO Defense,https://steamdb.info/app/7760/,$4.99 ,2008,26
Adabana Odd Tales,https://steamdb.info/app/1094820/,$17.99 ,2020,26
热血大唐,https://steamdb.info/app/2718730/,-,2024,26
HUNTDOWN,https://steamdb.info/app/598550/,$19.99 ,2021,26
Hentai Girl Karen,https://steamdb.info/app/1004240/,$0.99 ,2019,26
SLUDGE LIFE 2,https://steamdb.info/app/2275150/,$14.99 ,2023,26
Sprout,https://steamdb.info/app/758530/,-,2018,26
Frostpunk,https://steamdb.info/app/323190/,$29.99 ,2018,26
FINAL FANTASY VII,https://steamdb.info/app/39140/,$11.99 ,2013,26
FlipWitch - Forbidden Sex Hex,https://steamdb.info/app/1748620/,$14.99 ,2023,26
Octodad: Dadliest Catch,https://steamdb.info/app/224480/,$14.99 ,2014,26
News Tower,https://steamdb.info/app/1649950/,$19.99 ,2024,26
Umineko When They Cry - Question Arcs,https://steamdb.info/app/406550/,$14.99 ,2016,26
Grim Legends: The Forsaken Bride,https://steamdb.info/app/284850/,$14.99 ,2014,26
Linelight,https://steamdb.info/app/469790/,$9.99 ,2017,26
Florence,https://steamdb.info/app/1102130/,$5.99 ,2020,26
Amanda the Adventurer,https://steamdb.info/app/2166060/,$8.99 ,2023,26
Half-Life 2: Year Long Alarm,https://steamdb.info/app/747250/,-,2018,26
Spring Falls,https://steamdb.info/app/1040550/,$6.99 ,2019,26
Path of Giants,https://steamdb.info/app/1181400/,$8.99 ,2020,26
Loop-Loop DX,https://steamdb.info/app/875610/,-,2020,26
Unpacking,https://steamdb.info/app/1135690/,$19.99 ,2021,26
Song of Nunu: A League of Legends Story,https://steamdb.info/app/1333200/,$29.99 ,2023,26
Fallout: New Vegas,https://steamdb.info/app/22490/,-,2010,26
The Chrono Jotter,https://steamdb.info/app/1398740/,$11.99 ,2021,26
Shogun Showdown: Prologue,https://steamdb.info/app/2316330/,-,2023,26
Luck be a Landlord,https://steamdb.info/app/1404850/,$9.99 ,2023,26
PARQUET,https://steamdb.info/app/1662840/,$16.99 ,2021,26
McPixel 3,https://steamdb.info/app/1338580/,$9.99 ,2022,26
Slender Threads: Prologue,https://steamdb.info/app/1682490/,-,2021,26
tModLoader,https://steamdb.info/app/1281930/,-,2020,2
The Room 4: Old Sins,https://steamdb.info/app/1361320/,$8.99 ,2021,2
South Park™: The Stick of Truth™,https://steamdb.info/app/213670/,$29.99 ,2014,2
The Chronicles Of Myrtana: Archolos,https://steamdb.info/app/1467450/,-,2021,2
Dead Cells,https://steamdb.info/app/588650/,$24.99 ,2018,2
DAVE THE DIVER,https://steamdb.info/app/1868140/,$19.99 ,2023,2
OMORI,https://steamdb.info/app/1150690/,$11.99 ,2020,2
Grimm's Hollow,https://steamdb.info/app/1170880/,-,2019,2
Subnautica,https://steamdb.info/app/264710/,$29.99 ,2018,2
Hotline Miami,https://steamdb.info/app/219150/,$9.99 ,2012,2
Volcano Princess,https://steamdb.info/app/1669980/,$10.99 ,2023,2
Sheepy: A Short Adventure,https://steamdb.info/app/1568400/,-,2024,2
The Wolf Among Us,https://steamdb.info/app/250320/,$14.99 ,2013,2
Satisfactory,https://steamdb.info/app/526870/,$29.99 ,2020,2
Chants of Sennaar,https://steamdb.info/app/1931770/,$19.99 ,2023,2
Crab Champions,https://steamdb.info/app/774801/,$9.99 ,2023,2
Brotato,https://steamdb.info/app/1942280/,$4.99 ,2023,2
Resident Evil 2,https://steamdb.info/app/883710/,$9.99 ,2019,2
TOEM: A Photo Adventure,https://steamdb.info/app/1307580/,$19.99 ,2021,2
The Room,https://steamdb.info/app/288160/,$4.99 ,2014,2
BattleBlock Theater®,https://steamdb.info/app/238460/,$14.99 ,2014,2
Neon White,https://steamdb.info/app/1533420/,$24.99 ,2022,2
STAR WARS™ Empire at War - Gold Pack,https://steamdb.info/app/32470/,$19.99 ,2010,2
Pineapple on pizza,https://steamdb.info/app/2263010/,-,2023,2
"Papers, Please",https://steamdb.info/app/239030/,$9.99 ,2013,2
Inscryption,https://steamdb.info/app/1092790/,$19.99 ,2021,2
The Walking Dead,https://steamdb.info/app/207610/,$3.74 ,2012,2
American Truck Simulator,https://steamdb.info/app/270880/,$19.99 ,2016,2
Undertale,https://steamdb.info/app/391540/,$9.99 ,2015,2
Steam Engine Simulator,https://steamdb.info/app/2381620/,-,2023,2
Factorio,https://steamdb.info/app/427520/,$35.00 ,2020,2
There Is No Game: Wrong Dimension,https://steamdb.info/app/1240210/,$12.99 ,2020,2
VA-11 Hall-A: Cyberpunk Bartender Action,https://steamdb.info/app/447530/,$14.99 ,2016,2
Phoenix Wright: Ace Attorney Trilogy,https://steamdb.info/app/787480/,$9.89 ,2019,2
VTOL VR,https://steamdb.info/app/667970/,$29.99 ,2020,2
Persona 4 Golden,https://steamdb.info/app/1113000/,$19.99 ,2020,2
PowerWash Simulator,https://steamdb.info/app/1290000/,$24.99 ,2022,2
Placid Plastic Duck Simulator,https://steamdb.info/app/1999360/,$1.99 ,2022,2
Baba Is You,https://steamdb.info/app/736260/,$14.99 ,2019,2
Bomb Rush Cyberfunk,https://steamdb.info/app/1353230/,$39.99 ,2023,2
One Finger Death Punch,https://steamdb.info/app/264200/,$4.99 ,2014,2
Balatro,https://steamdb.info/app/2379780/,$14.99 ,2024,2
Hi-Fi RUSH,https://steamdb.info/app/1817230/,$29.99 ,2023,2
CLANNAD,https://steamdb.info/app/324160/,$44.99 ,2015,2
Project Kat - Paper Lily Prologue,https://steamdb.info/app/1698960/,-,2021,2
The Witcher 3: Wild Hunt,https://steamdb.info/app/292030/,$39.99 ,2015,2
Finding Paradise,https://steamdb.info/app/337340/,$9.99 ,2017,2
Oxygen Not Included,https://steamdb.info/app/457140/,$24.99 ,2019,2
Doki Doki Literature Club!,https://steamdb.info/app/698780/,-,2017,2
Touhou Mystia's Izakaya,https://steamdb.info/app/1584090/,$5.99 ,2021,2
Momo and the Mine,https://steamdb.info/app/2542550/,$2.39 ,2024,27
MAKA DASH,https://steamdb.info/app/3003970/,$0.59 ,2024,27
Steps of Debauchery,https://steamdb.info/app/2649970/,$14.99 ,2024,27
Werewolf Party,https://steamdb.info/app/2920510/,$9.99 ,2024,27
Cervus Blade,https://steamdb.info/app/2456320/,-,2023,27
Baisu,https://steamdb.info/app/2821850/,$9.99 ,2024,27
Lust Academy - Season 3,https://steamdb.info/app/2655960/,$14.99 ,2024,27
The Quintessential Quintuplets - Five Memories Spent With You,https://steamdb.info/app/2507620/,$34.99 ,2024,27
Lake Minnewaska,https://steamdb.info/app/2858430/,-,2024,27
Platform 8,https://steamdb.info/app/2903560/,$3.99 ,2024,27
TYRONE SOULZ,https://steamdb.info/app/2585050/,$1.95 ,2024,27
KRAMPEN,https://steamdb.info/app/2707040/,-,2023,27
Block Paradise,https://steamdb.info/app/2947530/,$0.99 ,2024,27
Kanna Maze,https://steamdb.info/app/2876250/,$3.99 ,2024,27
Taimanin Yukikaze,https://steamdb.info/app/2739700/,$14.99 ,2024,27
奇天烈相談ダイヤル,https://steamdb.info/app/2901310/,-,2024,27
Disappearance - Takeshi. You were right. That Abandoned Village is Too Bad,https://steamdb.info/app/2775310/,$2.99 ,2024,27
April 24th,https://steamdb.info/app/2907190/,$2.84 ,2024,27
Self Defense Dojo,https://steamdb.info/app/2534120/,$10.99 ,2024,27
深渊与地下城,https://steamdb.info/app/2867410/,-,2024,27
VoidBound,https://steamdb.info/app/2500710/,$19.99 ,2024,27
Higurashi When They Cry Hou+,https://steamdb.info/app/2491040/,$7.19 ,2023,27
Fantastic Haven: Prologue,https://steamdb.info/app/2719840/,-,2024,27
Tomboy: Love in Hot Forge,https://steamdb.info/app/2732730/,$3.99 ,2024,27
Monster Girl Conquest Records Battle Orc,https://steamdb.info/app/2680840/,$10.99 ,2024,27
Repair this!,https://steamdb.info/app/2517200/,$11.99 ,2024,27
星际工业国：崛起,https://steamdb.info/app/2497430/,-,2023,27
末日战姬-二次元.策略.卡牌.游戏,https://steamdb.info/app/2642660/,-,2023,27
Akai Onna,https://steamdb.info/app/2674190/,$2.99 ,2024,27
Polda,https://steamdb.info/app/2762710/,$3.99 ,2024,27
Godrop:Prologue,https://steamdb.info/app/2802550/,-,2024,27
Fight To The Death,https://steamdb.info/app/2620200/,$2.99 ,2024,27
One-inch Tactics,https://steamdb.info/app/2743970/,$19.99 ,2024,27
ROKO'S BASILISK,https://steamdb.info/app/2707500/,$1.99 ,2024,27
Meet The Animals,https://steamdb.info/app/2883070/,$0.99 ,2024,27
三国.群将传,https://steamdb.info/app/2569400/,-,2024,27
Pilapila,https://steamdb.info/app/2851290/,$4.99 ,2024,27
protoViolence - Definitive Edition,https://steamdb.info/app/2675850/,-,2024,27
Sir Fallen,https://steamdb.info/app/2880990/,-,2024,27
Bingle Bingle,https://steamdb.info/app/2789810/,$10.99 ,2024,27
Sea of Radiation:Prologue,https://steamdb.info/app/2832200/,-,2024,27
EXIT KUN,https://steamdb.info/app/2781370/,$2.99 ,2024,27
Sandwalkers - Prologue,https://steamdb.info/app/2995230/,-,2024,27
Cat-aclysm,https://steamdb.info/app/2431320/,-,2023,27
Resonite,https://steamdb.info/app/2519830/,-,2023,27
[Chilla's Art] Shinkansen 0 | 新幹線 0号,https://steamdb.info/app/2793370/,$6.99 ,2024,27
Sonder,https://steamdb.info/app/2692570/,-,2024,27
Just Click The Button,https://steamdb.info/app/2577760/,$2.99 ,2024,27
Last Bloody Snack,https://steamdb.info/app/2499880/,-,2023,27
Squab,https://steamdb.info/app/2430820/,$2.99 ,2024,27
Baldur's Gate II: Enhanced Edition,https://steamdb.info/app/257350/,$19.99 ,2013,44
Endless Sky,https://steamdb.info/app/404410/,-,2015,44
Aground,https://steamdb.info/app/876650/,$14.99 ,2020,44
Gerda: A Flame in Winter,https://steamdb.info/app/1771360/,$7.99 ,2022,44
The Forest of Drizzling Rain,https://steamdb.info/app/2106810/,$15.99 ,2022,44
With My Past,https://steamdb.info/app/2524360/,$8.99 ,2024,44
東方催狐譚 ～ Servants of Harvest Wish,https://steamdb.info/app/1351170/,-,2020,44
Jerma & Otto: The Curse of the Late Streamer,https://steamdb.info/app/1669490/,-,2021,44
Overcooked! 2,https://steamdb.info/app/728880/,$24.99 ,2018,44
We Were Here Forever,https://steamdb.info/app/1341290/,$17.99 ,2022,44
Worldless,https://steamdb.info/app/1898500/,$19.99 ,2023,44
Blackwell Convergence,https://steamdb.info/app/80350/,$4.99 ,2012,44
Rec Room,https://steamdb.info/app/471710/,-,2021,44
BETON BRUTAL,https://steamdb.info/app/2330500/,$6.99 ,2023,44
NKODICE,https://steamdb.info/app/1510950/,$9.99 ,2021,44
BROK the InvestiGator - Prologue,https://steamdb.info/app/1318790/,-,2020,44
HAYAI,https://steamdb.info/app/1983000/,$1.99 ,2022,44
Ukraine Defense Force Tactics,https://steamdb.info/app/2005660/,$2.99 ,2022,44
TerraTech,https://steamdb.info/app/285920/,$24.99 ,2018,44
The Song of Saya,https://steamdb.info/app/702050/,$14.99 ,2019,44
Trap Shrine,https://steamdb.info/app/951000/,$9.99 ,2019,44
POSTAL Redux,https://steamdb.info/app/401680/,$8.99 ,2016,44
ChronoBreach,https://steamdb.info/app/971210/,-,2019,44
Choo-Choo Charles,https://steamdb.info/app/1766740/,$19.99 ,2022,44
Fights in Tight Spaces,https://steamdb.info/app/1265820/,$24.99 ,2021,44
The Bookwalker: Thief of Tales,https://steamdb.info/app/1432100/,$14.99 ,2023,44
Sid Meier's Civilization® IV,https://steamdb.info/app/3900/,$19.99 ,2006,44
Serious Sam: Siberian Mayhem,https://steamdb.info/app/1792250/,$19.99 ,2022,44
Rental,https://steamdb.info/app/2796550/,-,2024,44
Toasterball,https://steamdb.info/app/1142810/,$9.99 ,2023,44
יום פתוח (Open Day),https://steamdb.info/app/1029650/,$14.99 ,2022,44
Goat Simulator,https://steamdb.info/app/265930/,$9.99 ,2014,44
DRAGON QUEST BUILDERS™ 2,https://steamdb.info/app/1072420/,$49.99 ,2019,44
Metel - Horror Escape,https://steamdb.info/app/1357870/,$2.99 ,2020,44
The Heilwald Loophole,https://steamdb.info/app/1697720/,$9.99 ,2022,44
Hog Hunter 2021,https://steamdb.info/app/1583280/,-,2021,44
Bombe,https://steamdb.info/app/2262930/,$9.99 ,2023,44
Sakuna: Of Rice and Ruin,https://steamdb.info/app/1356670/,$29.99 ,2020,44
Snakeybus,https://steamdb.info/app/1012560/,$9.99 ,2019,44
Shadow Man Remastered,https://steamdb.info/app/1413870/,$19.99 ,2021,44
A Plague Tale: Requiem,https://steamdb.info/app/1182900/,$49.99 ,2022,44
Onimusha: Warlords,https://steamdb.info/app/761600/,$7.99 ,2019,44
DRAGON BALL FighterZ,https://steamdb.info/app/678950/,$59.99 ,2018,44
Tormented Souls,https://steamdb.info/app/1367590/,$19.99 ,2021,44
Broken Sword: Director's Cut,https://steamdb.info/app/57640/,$5.99 ,2010,44
Frog Detective 1: The Haunted Island,https://steamdb.info/app/963000/,$4.99 ,2018,44
Friendly Fire,https://steamdb.info/app/1311660/,-,2020,44
The Journey - Episode 1: Whatever This Is,https://steamdb.info/app/1587090/,$1.99 ,2021,44
THE LONGING,https://steamdb.info/app/893850/,$12.98 ,2020,44
The Divine Speaker,https://steamdb.info/app/1373950/,$17.99 ,2022,44
Eternity's Echo: Patient Zero,https://steamdb.info/app/2688960/,-,-,49
Globalism,https://steamdb.info/app/2661850/,-,-,49
Vampire: The Masquerade - Reckoning of New York,https://steamdb.info/app/2658720/,-,-,49
Augury Point,https://steamdb.info/app/2657430/,-,-,49
Timeless Cafe,https://steamdb.info/app/2649320/,-,-,49
OMUSUBI,https://steamdb.info/app/2634560/,-,-,49
The Coldest Winter,https://steamdb.info/app/2627420/,-,-,49
Bane Murrain,https://steamdb.info/app/2625340/,-,-,49
Curiosmos,https://steamdb.info/app/2585710/,-,-,49
Angelstruck,https://steamdb.info/app/2576460/,-,-,49
WorldShaper Idle,https://steamdb.info/app/2562020/,-,-,49
Century of Anticipation,https://steamdb.info/app/2555760/,-,-,49
Nightscape,https://steamdb.info/app/2539850/,-,-,49
Sea Of Rifts,https://steamdb.info/app/2527970/,-,-,49
We Escaped a Twisted Game,https://steamdb.info/app/2524930/,-,-,49
Unit Down Charge,https://steamdb.info/app/2509660/,-,-,49
Run From Mummies,https://steamdb.info/app/2503180/,-,-,49
Puropu Defense Squad,https://steamdb.info/app/2491700/,-,-,49
The Light of the Darkness: Origins,https://steamdb.info/app/2490890/,-,-,49
Bloodrush: Undying Wish,https://steamdb.info/app/2471390/,-,-,49
Agent Heart: Deception,https://steamdb.info/app/2464890/,-,-,49
Keepers of Astraela,https://steamdb.info/app/2445090/,-,-,49
Ascending Inferno,https://steamdb.info/app/2442820/,-,-,49
RunOut - Run & Fun Together,https://steamdb.info/app/2438120/,-,-,49
Gundroid,https://steamdb.info/app/2416510/,-,-,49
Lifelong,https://steamdb.info/app/2414990/,-,-,49
Caracoles,https://steamdb.info/app/2412180/,-,-,49
Darkwater,https://steamdb.info/app/619540/,-,-,49
Tempopo,https://steamdb.info/app/318840/,-,-,49
[Bober Bros] The Hole,https://steamdb.info/app/3037930/,-,-,49
Project Phoenix,https://steamdb.info/app/3037020/,-,-,49
Pawn Planet: First Sales,https://steamdb.info/app/3036970/,-,-,49
Timeout,https://steamdb.info/app/3036820/,-,-,49
Ancient Demon Shadow,https://steamdb.info/app/3033180/,-,2024,49
Acts of Blood,https://steamdb.info/app/3031890/,-,-,49
Dreams of Sand,https://steamdb.info/app/3031160/,-,-,49
Horror Manor,https://steamdb.info/app/3030760/,-,-,49
The Awakening - Femboy Saga,https://steamdb.info/app/3030740/,-,-,49
Direction!LevelUP!,https://steamdb.info/app/3030490/,-,-,49
TOLD GOD - The legacy of cthulhu,https://steamdb.info/app/3029870/,-,-,49
Speed Run,https://steamdb.info/app/3028700/,-,-,49
Qazaq: Son of the Sun,https://steamdb.info/app/3027960/,-,-,49
Nexus Rumble: The Ultimate Showdown,https://steamdb.info/app/3027820/,-,-,49
AnimalLaboratory,https://steamdb.info/app/3025220/,-,-,49
蜀末：序章,https://steamdb.info/app/3023440/,-,2024,49
Nethack: Free Trial,https://steamdb.info/app/3022810/,-,-,49
Proto Garden,https://steamdb.info/app/3022270/,-,-,49
羈絏-kisetsu-,https://steamdb.info/app/3020590/,-,-,49
The Breakup Arena 分手擂台,https://steamdb.info/app/3020570/,-,-,49
Battle Grid Arena,https://steamdb.info/app/3019080/,-,-,49
Slitterhead,https://steamdb.info/app/2631250/,-,-,45
Urban Jungle,https://steamdb.info/app/2744010/,-,-,45
Waltz and Jam,https://steamdb.info/app/2686570/,-,-,45
Magical Monstergirls Mansion,https://steamdb.info/app/2627460/,-,-,45
Eden Crafters,https://steamdb.info/app/2570210/,-,-,45
Fruitbus,https://steamdb.info/app/2484130/,-,-,45
The Path Into The Abyss,https://steamdb.info/app/3000460/,-,-,45
Woodo,https://steamdb.info/app/2572040/,-,-,45
Drug Lord Tycoon,https://steamdb.info/app/2450700/,-,-,45
Megaloot,https://steamdb.info/app/2440380/,-,-,45
Nom Nom: Cozy Forest Café,https://steamdb.info/app/2428800/,-,-,45
Sol Cesto,https://steamdb.info/app/2738490/,-,-,45
Once a Porn a Time 2,https://steamdb.info/app/2735510/,-,2024,45
FATAL FURY: City of the Wolves,https://steamdb.info/app/2492040/,-,-,45
Harry Potter: Quidditch Champions,https://steamdb.info/app/2878600/,-,2024,45
Over The Top: WWI,https://steamdb.info/app/2778610/,-,-,45
A fascinating story,https://steamdb.info/app/2756390/,-,2024,45
Crime Simulator,https://steamdb.info/app/2737070/,-,-,45
Dragon Shelter,https://steamdb.info/app/2712590/,-,-,45
Elder Legacy,https://steamdb.info/app/2669860/,-,-,45
City Transport Simulator: Tram,https://steamdb.info/app/2604480/,-,2024,45
Just Crow Things,https://steamdb.info/app/2537920/,-,-,45
Monterona,https://steamdb.info/app/2427980/,-,-,45
Illusion Carnival,https://steamdb.info/app/2796340/,-,-,45
Wax Heads,https://steamdb.info/app/2769240/,-,-,45
Sector Unknown,https://steamdb.info/app/2734270/,-,-,45
Card-en-Ciel,https://steamdb.info/app/2730540/,-,2024,45
CRUEL,https://steamdb.info/app/2689470/,-,-,45
Into The Grid,https://steamdb.info/app/2576200/,-,-,45
Nova Hearts,https://steamdb.info/app/2506290/,-,-,45
Dimhaven Enigmas,https://steamdb.info/app/2458980/,-,-,45
While Waiting,https://steamdb.info/app/2449160/,-,-,45
Yooka-Replaylee,https://steamdb.info/app/2448020/,-,-,45
The Relic: First Guardian,https://steamdb.info/app/2827820/,-,-,45
Project C██████,https://steamdb.info/app/2771630/,-,-,45
Arranger: A Role-Puzzling Adventure,https://steamdb.info/app/2596420/,-,2024,45
Detective Dotson,https://steamdb.info/app/2450840/,-,-,45
Blood Rush,https://steamdb.info/app/2435870/,-,-,45
Munch,https://steamdb.info/app/2427050/,-,-,45
HAREM！RANCH LIFE,https://steamdb.info/app/2420240/,-,-,45
Dice & Fold,https://steamdb.info/app/2693930/,-,2024,45
Tides of Tomorrow 🌊,https://steamdb.info/app/2678080/,-,-,45
Echoes of Elysium,https://steamdb.info/app/2644050/,-,-,45
Tiny Tires,https://steamdb.info/app/2433790/,-,-,45
Sensei! I Like You So Much!,https://steamdb.info/app/2957700/,-,-,45
The Lord of the Rings: Return to Moria™,https://steamdb.info/app/2933130/,-,-,45
Pipistrello and the Cursed Yoyo,https://steamdb.info/app/2870350/,-,-,45
BUS: Bro u Survived,https://steamdb.info/app/2852700/,-,-,45
Petal Runner,https://steamdb.info/app/2795110/,-,-,45
Guardians of the Sanctree,https://steamdb.info/app/2512930/,-,-,45
鶴鄉戀旅,https://steamdb.info/app/1189850/,-,2020,51
Puddle Knights,https://steamdb.info/app/1180540/,$9.99 ,2020,51
Metro: Last Light Redux,https://steamdb.info/app/287390/,$1.99 ,2014,51
DeathSpank,https://steamdb.info/app/18040/,$14.99 ,2010,51
Banana,https://steamdb.info/app/2923300/,-,2024,51
Wicked Games,https://steamdb.info/app/1346720/,-,2022,51
while True: learn(),https://steamdb.info/app/619150/,$12.99 ,2019,51
Lunacid,https://steamdb.info/app/1745510/,$13.99 ,2023,51
UnReal World,https://steamdb.info/app/351700/,$10.99 ,2016,51
The Legend of Heroes: Trails of Cold Steel IV,https://steamdb.info/app/1198090/,$59.99 ,2021,51
Dimension Tripper Neptune: TOP NEP,https://steamdb.info/app/1798780/,$4.99 ,2022,51
纯爱独白：小小 Purelove Monologue: Xiaoxiao,https://steamdb.info/app/2475040/,$4.99 ,2024,51
Lines X Free,https://steamdb.info/app/725340/,-,2017,51
Regency Solitaire,https://steamdb.info/app/351090/,$2.49 ,2015,51
Cyberfrags '69,https://steamdb.info/app/1674270/,$4.99 ,2021,51
Ducks Can Drive,https://steamdb.info/app/2472840/,-,2023,51
Where Dragon Spirits 龙魂在哪里,https://steamdb.info/app/2904170/,-,2024,51
Lords Of The Lockerroom,https://steamdb.info/app/1068070/,-,2019,51
"Invisible, Inc.",https://steamdb.info/app/243970/,$19.99 ,2015,51
Orwell: Keeping an Eye On You,https://steamdb.info/app/491950/,$9.99 ,2016,51
Lakeview Cabin Collection,https://steamdb.info/app/361990/,$9.99 ,2015,51
Kero Blaster,https://steamdb.info/app/292500/,$9.99 ,2015,51
Fausts Alptraum,https://steamdb.info/app/574740/,-,2017,51
[Chilla's Art] Parasocial | パラソーシャル,https://steamdb.info/app/2314720/,$7.99 ,2023,51
Duet,https://steamdb.info/app/292600/,$4.99 ,2015,51
First Snow,https://steamdb.info/app/1259430/,-,2020,51
Escape Goat 2,https://steamdb.info/app/255340/,$9.99 ,2014,51
Valley,https://steamdb.info/app/378610/,$14.99 ,2016,51
The Legend of Heroes: Trails into Reverie,https://steamdb.info/app/1668540/,$59.99 ,2023,51
Love's Sweet Garnish,https://steamdb.info/app/891510/,$12.99 ,2018,51
Levelhead: Platformer Maker,https://steamdb.info/app/792710/,$19.33 ,2020,51
Botany Manor,https://steamdb.info/app/1425350/,$24.99 ,2024,51
Mutant Year Zero: Road to Eden,https://steamdb.info/app/760060/,$34.99 ,2018,51
Sanitarium,https://steamdb.info/app/284050/,$9.99 ,2014,51
Samurai GUNN 2,https://steamdb.info/app/1397790/,$14.99 ,2021,51
Lovers of Aether,https://steamdb.info/app/1043180/,-,2019,51
I hate this game,https://steamdb.info/app/976010/,$1.99 ,2019,51
からぱりうぉーず,https://steamdb.info/app/1988940/,-,2022,51
CANINE,https://steamdb.info/app/2334780/,$2.99 ,2023,51
Nancy Drew®: Last Train to Blue Moon Canyon,https://steamdb.info/app/31810/,$6.99 ,2005,51
No More Room in Hell,https://steamdb.info/app/224260/,-,2013,51
Fears to Fathom - Ironbark Lookout,https://steamdb.info/app/2506160/,$9.99 ,2023,51
A Story Beside,https://steamdb.info/app/634410/,$14.99 ,2022,51
VIDEOVERSE,https://steamdb.info/app/2079180/,$12.99 ,2023,51
Dreamin' Her - 僕は、彼女の夢を見る。-,https://steamdb.info/app/1920540/,$15.74 ,2022,51
HOW WE KNOW WE'RE ALIVE,https://steamdb.info/app/2216040/,-,2023,51
Bridge Constructor Portal,https://steamdb.info/app/684410/,$9.99 ,2017,51
Furi,https://steamdb.info/app/423230/,$13.99 ,2016,51
Dream Daddy: A Dad Dating Simulator,https://steamdb.info/app/654880/,$14.99 ,2017,51
Little Noah: Scion of Paradise,https://steamdb.info/app/1883260/,$14.99 ,2022,51
Cozy Space Survivors,https://steamdb.info/app/2657850/,$2.99 ,2024,56
Five Nights at Freddy's: Sister Location,https://steamdb.info/app/506610/,$7.99 ,2016,56
FIGHT KNIGHT,https://steamdb.info/app/792120/,$3.59 ,2021,56
Heart's Medicine - Time to Heal,https://steamdb.info/app/494230/,$17.99 ,2016,56
King of the Bridge,https://steamdb.info/app/2523120/,$2.99 ,2024,56
Firewatch,https://steamdb.info/app/383870/,$19.99 ,2016,56
Ion Fury,https://steamdb.info/app/562860/,$24.99 ,2019,56
STAR WARS™ Galactic Battlegrounds Saga,https://steamdb.info/app/356500/,$5.99 ,2016,56
Galaxy Life,https://steamdb.info/app/1927780/,-,2022,56
Shardpunk,https://steamdb.info/app/1183800/,$13.99 ,2023,56
Cultivation Story: Reincarnation,https://steamdb.info/app/1866880/,$9.99 ,2023,56
Vampire Mansion,https://steamdb.info/app/2280520/,$3.99 ,2023,56
I and Me,https://steamdb.info/app/399600/,$9.99 ,2016,56
The Cat and the Coup,https://steamdb.info/app/95700/,-,2011,56
CAT & ONION,https://steamdb.info/app/2781210/,$3.49 ,2024,56
Press Any Key,https://steamdb.info/app/2914320/,-,2024,56
Noctuary,https://steamdb.info/app/2143680/,$29.99 ,2023,56
KNIGHTS,https://steamdb.info/app/476240/,$0.99 ,2016,56
La Rana,https://steamdb.info/app/934860/,-,2019,56
Prison Architect,https://steamdb.info/app/233450/,$29.99 ,2015,56
LEGO® DC Super-Villains,https://steamdb.info/app/829110/,$39.99 ,2018,56
Antimatter Dimensions,https://steamdb.info/app/1399720/,-,2022,56
"Love, Sam",https://steamdb.info/app/1073820/,$4.99 ,2019,56
Quern - Undying Thoughts,https://steamdb.info/app/512790/,$24.99 ,2016,56
Lil' Guardsman,https://steamdb.info/app/1924360/,$19.99 ,2024,56
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,https://steamdb.info/app/218060/,$7.49 ,2013,56
Brigand: Oaxaca,https://steamdb.info/app/652410/,$7.99 ,2017,56
Holdfast: Nations At War,https://steamdb.info/app/589290/,$6.99 ,2020,56
Lucah: Born of a Dream,https://steamdb.info/app/896460/,$9.99 ,2018,56
Astrometica: Prologue,https://steamdb.info/app/2904320/,-,2024,56
Bejeweled 2 Deluxe,https://steamdb.info/app/3300/,$4.99 ,2006,56
INMOST,https://steamdb.info/app/938560/,$5.99 ,2020,56
Half-Life: Caged,https://steamdb.info/app/679990/,-,2017,56
Adios,https://steamdb.info/app/1271400/,$17.99 ,2021,56
Through time the girl puzzle,https://steamdb.info/app/2527690/,-,2023,56
Absent in the Rain,https://steamdb.info/app/2168610/,-,2022,56
卖萌恶霸喵霸霸 Cute Bully Nyanbaba,https://steamdb.info/app/1145130/,$0.99 ,2022,56
Tainted Grail: Conquest,https://steamdb.info/app/1199030/,$19.99 ,2021,56
X-Morph: Defense,https://steamdb.info/app/408410/,$19.99 ,2017,56
Snow Daze: The Music of Winter Special Edition,https://steamdb.info/app/852480/,$9.99 ,2018,56
Granny,https://steamdb.info/app/962400/,$4.99 ,2018,56
Thirsty Suitors,https://steamdb.info/app/1617220/,$29.99 ,2023,56
Heart's Medicine - Hospital Heat,https://steamdb.info/app/605990/,$17.99 ,2017,56
Oik 2,https://steamdb.info/app/611980/,$0.99 ,2017,56
Snail Bob 2: Tiny Troubles,https://steamdb.info/app/349760/,$4.99 ,2015,56
Regency Solitaire II,https://steamdb.info/app/2137470/,$14.99 ,2024,56
Hyperdimension Neptunia U: Action Unleashed,https://steamdb.info/app/387340/,$14.99 ,2016,56
Corruption of Champions II,https://steamdb.info/app/1292690/,$9.99 ,2020,56
Logiart Grimoire,https://steamdb.info/app/2492390/,$19.99 ,2024,56
Another Adventure,https://steamdb.info/app/604450/,$1.99 ,2017,56
Tinykin,https://steamdb.info/app/1599020/,$24.99 ,2022,9
死寂（Deathly Stillness）,https://steamdb.info/app/1727650/,-,2021,9
Shovel Knight: Treasure Trove,https://steamdb.info/app/250760/,$39.99 ,2014,9
The Binding of Isaac,https://steamdb.info/app/113200/,$2.99 ,2011,9
NEKOPARA Extra,https://steamdb.info/app/899970/,$4.99 ,2018,9
"Warhammer® 40,000: Dawn of War® - Dark Crusade",https://steamdb.info/app/4580/,$12.99 ,2007,9
